Player,Team,COLLEGE,COUNTRY,DRAFT.YEAR,DRAFT.ROUND,DRAFT.NUMBER,GP,PTS,REB,AST,NETRTG,W,L,Min,FGM,FGA,X3PM,X3PA,FTM,FTA,OREB,DREB,TOV,STL,BLK,PF,DD2,TD3,X...,Dist..Miles.Off,Dist..Miles.Def,Avg.Speed.Off,Avg.Speed.Def,Deflections,Loose.Balls.Recovered,Charges.Drawn,Contested.2PT.Shots,Contested.3PT.Shots,Travel,DOUBLE.DRIBBLE,DISC..DRIBBLE,OFF..3.SEC,INBOUND,BACK..COURT,OFF...GLTND,PALMING,OFF..FOUL,DEF...3.SEC,CHARGE,KICKED.BALL,blessure,age_cat,height_cat,weight_cat
Jared Butler,PHI,Baylor,USA,2021,2,40,60,9,1.8,3.7,-6,6,54,17.4,3.4,7.6,1,2.8,1.3,1.5,0.4,1.4,1.3,0.7,0.2,1.6,1,0,-2.2,0.73,0.61,4.72,3.88,1.7,0.4,0.04,1.1,1.5,2,0,0,0,0,1,0,0,2,0,1,2,Non blessé,joueur mature,petit,léger
Jared McCain,PHI,Duke,USA,2024,1,16,23,15.3,2.4,2.6,-2.1,7,16,25.7,5.5,11.9,2.2,5.8,2.1,2.4,0.6,1.9,1.6,0.7,0,1.6,1,0,-1.2,1.11,0.9,4.73,3.94,1.4,0.6,0,1.1,1.4,2,0,0,0,0,0,0,0,3,0,2,0,blessure bas,jeune joueur,petit,léger
Jared Rhoden,TOR,Seton Hall,USA,Undrafted,Undrafted,Undrafted,14,8.4,3,1.1,14.7,8,6,16.2,3,6.2,0.9,2.8,1.6,1.8,1,2,0.6,0.7,0.1,1.4,1,0,4.6,0.69,0.62,4.79,4.29,1.7,0,0,1.9,1.9,1,0,0,0,0,0,0,0,0,0,0,0,blessure haut,joueur mature,moyen,moyen
Jaren Jackson Jr.,MEM,Michigan State,USA,2018,1,4,74,22.2,5.6,2,6.4,42,32,29.8,8,16.4,2,5.3,4.2,5.4,1.2,4.4,2.1,1.2,1.5,3.5,6,0,4.5,1.15,1.04,4.52,3.81,2.8,0.8,0,5.8,2.3,13,0,0,1,1,0,0,1,29,0,9,6,Non blessé,joueur mature,grand,lourd
Jarred Vanderbilt,LAL,Kentucky,USA,2018,2,41,36,4.1,5.1,1.1,3.3,25,11,16.1,1.6,3.4,0.3,0.9,0.6,1,1.9,3.2,0.8,1,0.3,1.9,0,0,1,0.66,0.62,4.39,4.45,1.9,0.5,0,1.7,0.7,1,0,0,1,0,0,0,0,4,0,1,2,Non blessé,joueur expérimenté,grand,moyen
Jarrett Allen,CLE,Texas,USA,2017,1,22,82,13.5,9.7,1.9,10.5,64,18,28,5.5,7.8,0,0.1,2.4,3.4,2.6,7.1,1.2,0.9,0.9,1.5,40,0,6.3,1.07,1.01,4.45,3.92,1.8,0.6,0.01,7.6,1.9,7,0,0,0,0,1,1,0,16,2,3,10,Non blessé,joueur expérimenté,grand,lourd
Javonte Green,CLE,Radford,USA,Undrafted,Undrafted,Undrafted,68,5.1,3.2,0.8,-7.8,24,44,18.5,1.8,4.2,0.7,2.1,0.8,1.1,0.9,2.3,0.5,1,0.5,1.4,0,0,-3.1,0.76,0.7,4.54,4.29,2.5,0.5,0.02,1.4,1.2,2,0,0,0,0,0,0,0,5,1,0,6,Non blessé,joueur vétéran,moyen,léger
Jaxson Hayes,LAL,Texas,USA,2019,1,8,56,6.8,4.8,1,2.5,38,18,19.5,2.9,4,0,0.1,1.1,1.8,1.4,3.4,0.8,0.6,0.9,2.4,2,0,1.6,0.76,0.67,4.3,3.92,1.3,0.5,0.02,4.2,1.7,1,0,0,0,0,0,2,0,19,4,2,5,Non blessé,joueur mature,grand,moyen
Jay Huff,MEM,Virginia,USA,Undrafted,Undrafted,Undrafted,64,6.9,2,0.6,0.8,37,27,11.7,2.5,4.8,1.3,3.1,0.7,0.9,0.5,1.5,0.5,0.3,0.9,1.2,0,0,0.4,0.5,0.44,4.89,4.1,0.4,0.1,0,4,1.7,3,1,0,3,0,0,0,1,1,4,1,3,Non blessé,joueur expérimenté,grand,lourd
Jaylen Brown,BOS,California,USA,2016,1,3,63,22.2,5.8,4.5,9.5,46,17,34.3,8.2,17.7,1.8,5.7,3.9,5.1,1.3,4.5,2.6,1.2,0.3,2.4,5,0,6.4,1.26,1.13,4.11,3.86,1.8,0.8,0.05,1.9,2.4,5,0,0,1,0,1,0,0,23,0,9,2,Non blessé,joueur expérimenté,moyen,moyen
Jaylen Clark,MIN,UCLA,USA,2023,2,53,40,4.1,1.3,0.7,5.6,28,12,13,1.4,3,0.6,1.3,0.7,0.9,0.7,0.7,0.2,0.9,0.1,1.5,0,0,1.1,0.49,0.52,4.15,4.42,1.9,0.3,0.03,1.6,0.9,0,0,0,0,0,0,0,0,2,0,1,1,Non blessé,joueur mature,moyen,léger
Jaylen Martin,WAS,None,USA,Undrafted,Undrafted,Undrafted,16,4.9,2.8,1.1,-27.1,3,13,14.9,1.9,4.6,0.4,1.4,0.6,0.6,0.7,2.1,0.8,0.6,0,0.9,0,0,-8.2,0.64,0.53,4.69,4.03,1.4,0.2,0,2.9,2,0,0,0,0,0,0,0,0,0,0,0,0,Non blessé,jeune joueur,moyen,moyen
Jaylen Nowell,NOP,Washington,USA,2019,2,43,8,8.4,2.5,2.3,-13.1,1,7,21,3.3,9.1,1,3.4,0.9,1.4,0.8,1.8,1,0.1,0.5,1.1,0,0,-5.3,0.88,0.75,4.39,4.15,1.3,0.3,0,1.9,0.7,1,0,0,0,0,0,0,0,0,0,0,0,Non blessé,joueur mature,moyen,léger
Jaylen Sims,CHA,UNC-Wilmington,USA,Undrafted,Undrafted,Undrafted,6,7,1,2,-20,0,6,18.6,2,4.7,1,2.5,2,2.5,0.5,0.5,1.3,0.5,0.2,1.7,0,0,-7.8,0.74,0.64,4.36,3.9,0.7,0.2,0,0.8,1.3,0,0,0,0,0,0,0,0,1,0,0,0,Non blessé,joueur expérimenté,moyen,moyen
Jaylen Wells,MEM,Washington State,USA,2024,2,39,79,10.4,3.4,1.7,4.7,47,32,25.9,3.6,8.6,1.7,5,1.4,1.7,1.1,2.3,0.9,0.6,0.1,1.8,1,0,2.4,1.01,1.07,4.54,4.55,0.9,0.5,0.05,1.9,1.6,6,0,0,1,0,0,1,0,3,0,1,1,blessure haut,jeune joueur,grand,léger
Jaylin Williams,OKC,Arkansas,USA,2022,2,34,47,5.9,5.6,2.6,17.9,40,7,16.7,2.1,4.7,1.3,3.3,0.5,0.6,1,4.6,0.7,0.5,0.6,1.7,4,3,6.4,0.62,0.54,4.15,3.65,1.1,0.3,0.26,3.8,2.3,0,1,0,0,0,1,0,0,7,1,0,5,Non blessé,jeune joueur,grand,lourd
Jaylon Tyson,CLE,California,USA,2024,1,20,47,3.6,2,0.9,-0.4,37,10,9.6,1.4,3.2,0.4,1.2,0.4,0.5,0.8,1.3,0.6,0.3,0.1,1.1,1,0,0,0.42,0.36,4.76,4.26,0.7,0.2,0.03,1.3,1.3,3,0,0,0,0,0,0,0,0,1,0,0,Non blessé,jeune joueur,moyen,moyen
Jayson Tatum,BOS,Duke,USA,2017,1,3,72,26.8,8.7,6,9.8,53,19,36.4,9.2,20.3,3.5,10.1,5,6.1,0.7,8,2.9,1.1,0.5,2.2,31,2,7.4,1.27,1.07,3.85,3.43,2.1,0.6,0,1.4,1.8,5,0,0,0,0,2,0,1,25,0,7,2,Non blessé,joueur expérimenté,grand,moyen
Jazian Gortman,DAL,None,USA,Undrafted,Undrafted,Undrafted,16,1.5,0.3,0.4,4.6,8,8,3.5,0.6,1.4,0.3,0.7,0.1,0.3,0.1,0.3,0.3,0.1,0.1,0.6,0,0,0.7,0.15,0.14,4.53,4.55,0.7,0.2,0,0.7,0.5,1,0,0,0,0,0,0,0,0,0,0,0,Non blessé,jeune joueur,petit,léger
JD Davison,BOS,Alabama,USA,2022,2,53,16,2.1,0.8,0.8,-13.7,13,3,5.8,0.8,2.1,0.3,1.1,0.3,0.4,0.1,0.7,0.8,0.3,0.1,0.1,0,0,-1.8,0.24,0.19,4.47,3.69,0.8,0.1,0,0.2,0.3,0,0,0,0,0,0,0,0,0,0,0,0,Non blessé,jeune joueur,petit,léger
Jeff Dowtin Jr.,PHI,Rhode Island,USA,Undrafted,Undrafted,Undrafted,41,7,1.5,1.9,-9.2,10,31,15.1,2.7,5.6,0.7,1.7,0.8,1.1,0.3,1.2,0.4,0.6,0.3,0.7,0,0,-2.5,0.61,0.51,4.39,3.83,1.5,0.2,0,1,0.8,0,0,0,0,0,0,0,1,1,0,0,1,Non blessé,joueur expérimenté,petit,léger
Jeff Green,HOU,Georgetown,USA,2007,1,5,32,5.4,1.8,0.6,-3.9,20,12,12.4,1.9,3.8,0.9,2.5,0.7,0.8,0.3,1.5,0.3,0.2,0.1,1,0,0,-1.2,0.45,0.41,4.05,3.81,0.5,0.2,0.03,1.4,1,1,0,0,0,0,0,0,0,1,0,0,2,Non blessé,joueur vétéran,grand,lourd
Jerami Grant,POR,Syracuse,USA,2014,2,39,47,14.4,3.5,2.1,-6.1,22,25,32.4,4.6,12.2,2.3,6.3,3,3.5,0.6,2.9,1.4,0.9,1,2.3,0,0,-4.3,1.22,1.15,4.25,3.96,2.3,0.6,0.06,2.3,1.8,4,1,0,0,0,0,0,0,6,0,2,5,blessure bas,joueur vétéran,moyen,moyen
Jeremiah Robinson-Earl,NOP,Villanova,USA,2021,2,32,66,6.3,4.8,1.3,-11.8,17,49,18.8,2.4,5.3,0.8,2.5,0.7,0.8,1.7,3.1,0.8,0.6,0.1,1.2,4,0,-5,0.83,0.72,4.96,4.32,1.1,0.5,0,1.9,2,2,0,0,0,0,0,1,0,2,0,0,1,Non blessé,joueur mature,grand,lourd
Jeremy Sochan,SAS,Baylor,Poland,2022,1,9,54,11.4,6.5,2.4,-2.7,21,33,25.3,4.6,8.7,0.5,1.7,1.6,2.3,2.4,4.2,1.6,0.8,0.5,2.4,8,0,-1.6,1.04,0.97,4.68,4.22,1.6,0.5,0,3.4,1.9,3,0,0,0,0,2,2,0,16,1,2,2,blessure haut,jeune joueur,grand,moyen
Jericho Sims,MIL,Texas,USA,2021,2,58,53,1.8,3.7,0.6,2.4,34,19,11.9,0.8,1.3,0,0,0.2,0.2,1.3,2.4,0.6,0.2,0.4,1.2,0,0,0.5,0.51,0.42,4.57,4.17,0.5,0.3,0,2.8,1.1,2,0,0,0,0,0,0,0,11,1,0,1,Non blessé,joueur expérimenté,grand,lourd
Jesse Edwards,MIN,West Virginia,Netherlands,Undrafted,Undrafted,Undrafted,2,0,0,0.5,-77.3,2,0,2.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-5,0.12,0.09,3.8,6.04,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Non blessé,joueur mature,grand,lourd
Jett Howard,ORL,Michigan,USA,2023,1,11,60,4.5,1.2,0.7,-5.7,29,31,11.7,1.6,4.4,0.9,3.1,0.3,0.4,0.3,0.8,0.6,0.2,0.2,1.1,0,0,-1.4,0.46,0.4,4.29,3.84,0.4,0.2,0,1.2,0.9,1,0,0,0,0,0,0,0,3,0,0,0,Non blessé,jeune joueur,moyen,moyen
Jevon Carter,CHI,West Virginia,USA,2018,2,32,36,4.3,1.1,1.1,3.3,13,23,8.9,1.5,4.1,1,2.9,0.2,0.3,0.1,1,0.3,0.4,0.1,0.4,0,0,1,0.36,0.34,4.65,4.17,0.7,0.1,0,0.3,1,1,0,0,0,0,0,0,0,0,0,0,0,Non blessé,joueur expérimenté,petit,léger
Jimmy Butler III,GSW,Marquette,USA,2011,1,30,55,17.5,5.4,5.4,6.3,36,19,31.7,5.5,10.9,0.6,1.9,6,7.1,2.3,3.1,1.3,1.4,0.3,0.9,6,3,4.5,1.28,1.11,4.4,4.03,3,0.9,0.02,1.8,1.6,3,0,0,0,0,0,0,0,8,0,2,2,Non blessé,joueur vétéran,moyen,moyen
Jock Landale,HOU,St. Mary's,Australia,Undrafted,Undrafted,Undrafted,42,4.8,3.3,0.9,-2.1,26,16,11.9,1.9,3.6,0.3,0.6,0.6,1,1.3,1.9,0.5,0.3,0.2,1.2,1,0,-0.6,0.48,0.44,4.52,4.1,0.5,0.3,0.03,2.7,0.7,2,0,0,0,0,0,0,0,6,0,0,2,blessure bas,joueur expérimenté,grand,lourd
Joe Ingles,MIN,None,Australia,Undrafted,Undrafted,Undrafted,19,0.8,0.6,1.2,-4.2,12,7,6,0.3,1.2,0.2,0.8,0,0,0.1,0.5,0.5,0.1,0,0.6,0,0,0.1,0.24,0.21,4.35,3.87,0.5,0.2,0,0.2,0.5,1,0,0,0,0,0,0,0,1,0,0,0,Non blessé,joueur vétéran,grand,moyen
Joel Embiid,PHI,Kansas,Cameroon,2014,1,3,19,23.8,8.2,4.5,-5.5,8,11,30.2,7.4,16.6,1.2,4.1,7.8,8.9,1.9,6.3,3.3,0.7,0.9,2.2,7,1,-3,0.99,0.93,3.67,3.44,1.5,0.6,0,5.2,2.8,3,0,0,1,0,0,0,0,11,0,7,0,blessure bas,joueur vétéran,grand,lourd
John Collins,UTA,Wake Forest,USA,2017,1,19,40,19,8.2,2,-0.9,12,28,30.5,7,13.3,1.5,3.7,3.5,4.1,2.2,6,2.6,1,1,2.9,13,0,-0.4,1.29,1.07,4.59,3.96,1.6,0.7,0.05,3,2.5,9,0,0,0,2,1,0,0,21,0,4,2,blessure bas,joueur expérimenté,grand,moyen
John Konchar,MEM,Indiana-Purdue Fort Wayne,USA,Undrafted,Undrafted,Undrafted,46,2.4,3.3,0.9,5.4,26,20,12.1,0.9,2,0.5,1.3,0.2,0.2,0.8,2.5,0.3,0.7,0.3,0.7,0,0,1.3,0.53,0.49,4.92,4.43,1.6,0.4,0.03,1.3,1.3,1,0,0,0,0,0,0,0,1,0,0,0,Non blessé,joueur expérimenté,moyen,moyen
Johnny Davis,WAS,Wisconsin,USA,2022,1,10,34,2.4,1.1,0.3,-2.5,4,30,7.1,0.9,2.3,0.2,0.9,0.3,0.4,0.3,0.8,0.2,0.4,0.2,0.5,0,0,-0.8,0.29,0.28,4.59,4.1,1.4,0.4,0,0.6,0.6,2,0,0,0,0,0,0,0,0,0,0,1,Non blessé,joueur mature,moyen,léger
Johnny Furphy,IND,Kansas,Australia,2024,2,35,50,2.1,1.4,0.4,0.6,31,19,7.6,0.7,1.8,0.3,1,0.4,0.4,0.5,1,0.2,0.4,0.2,0.8,0,0,0.4,0.35,0.31,5.13,4.41,1.1,0.3,0.03,1.1,0.9,0,0,0,0,0,0,0,0,2,0,1,1,Non blessé,jeune joueur,grand,léger
Johnny Juzang,UTA,UCLA,USA,Undrafted,Undrafted,Undrafted,64,8.9,2.9,1.1,-13.1,15,49,19.8,3.2,7.4,1.8,4.9,0.7,0.8,0.7,2.2,0.6,0.6,0.1,2,0,0,-5.6,0.92,0.77,4.97,4.51,1.1,0.4,0.03,2.1,1.3,2,0,0,0,0,0,0,0,4,1,2,0,Non blessé,joueur mature,moyen,moyen
Jonas Valančiūnas,SAC,None,Lithuania,2011,1,5,81,10.4,7.7,2,-9.6,23,58,18.8,4.3,7.7,0.1,0.5,1.8,2,2.3,5.4,1.5,0.5,0.6,2.2,21,0,-3.8,0.72,0.63,4.15,3.88,0.9,0.3,0,3.9,1.5,1,0,0,4,0,2,2,0,36,5,1,3,Non blessé,joueur vétéran,grand,lourd
Jonathan Isaac,ORL,Florida State,USA,2017,1,6,71,5.4,4.4,0.6,-0.7,35,36,15.4,1.9,4.6,0.5,2.1,1,1.5,1.7,2.7,0.5,0.9,1.1,1.3,2,0,-0.5,0.63,0.55,4.46,4.06,1.7,0.3,0,3.1,0.9,0,0,0,1,0,0,1,0,10,1,3,3,Non blessé,joueur expérimenté,grand,moyen
Jonathan Kuminga,GSW,None,DRC,2021,1,7,47,15.3,4.6,2.2,1,28,19,24.3,5.5,12.1,1,3.2,3.3,5,1.2,3.4,1.5,0.8,0.4,1.9,2,0,0.2,1.05,0.9,4.91,4.09,1.6,0.6,0.04,2.1,1.5,4,0,0,0,0,0,0,0,9,0,4,1,Non blessé,jeune joueur,moyen,moyen
Jonathan Mogbo,TOR,San Francisco,USA,2024,2,31,63,6.2,4.9,2.3,-8.2,18,45,20.4,2.5,5.7,0.3,1.1,1,1.3,1.7,3.2,1.1,0.9,0.5,2.2,3,1,-3.8,0.79,0.79,4.4,4.2,2.4,0.4,0,2.4,1.7,4,0,0,0,0,1,0,0,9,4,2,4,Non blessé,joueur mature,grand,moyen
Jordan Clarkson,UTA,Missouri,USA,2014,2,46,37,16.2,3.2,3.7,-10,10,27,26,5.4,13.3,2.3,6.3,3.1,3.9,0.7,2.5,2.3,0.8,0.2,1.4,0,0,-5.5,1.09,0.88,4.52,3.92,1.4,0.6,0,1,1.2,5,0,1,0,0,1,0,1,6,0,1,0,blessure bas,joueur vétéran,petit,léger
Jordan Goodwin,LAL,St. Louis,USA,Undrafted,Undrafted,Undrafted,29,5.6,3.9,1.4,-1.2,17,12,18.7,2.2,5,0.9,2.3,0.3,0.4,1.3,2.6,0.9,1,0.4,1.5,0,0,-0.4,0.8,0.69,4.51,4.36,2.1,0.7,0,1,0.9,0,0,0,0,0,1,0,0,2,0,0,1,Non blessé,joueur expérimenté,moyen,moyen
Jordan Hawkins,NOP,Connecticut,USA,2023,1,14,56,10.8,2.8,1.2,-11.4,18,38,23.6,3.7,9.9,2,5.9,1.4,1.8,0.4,2.4,1,0.5,0.4,0.9,0,0,-5.7,1,0.9,4.77,4.24,1,0.3,0.02,1.6,2,3,1,0,0,0,0,0,0,3,0,0,0,blessure haut,jeune joueur,moyen,léger
Jordan McLaughlin,SAS,Southern California,USA,Undrafted,Undrafted,Undrafted,46,2.1,0.7,1.1,9.1,17,29,6.8,0.7,1.6,0.4,1,0.4,0.5,0.1,0.5,0.3,0.3,0,0.4,0,0,1.2,0.3,0.27,5.04,4.2,0.8,0.4,0.06,0.5,0.5,0,0,0,0,0,0,0,0,0,1,0,0,Non blessé,joueur expérimenté,petit,léger
Jordan Miller,LAC,Miami,USA,2023,2,48,37,4.1,1.6,0.9,-6,21,16,11.4,1.6,3.6,0.2,1,0.8,0.9,0.6,0.9,0.7,0.5,0.1,0.7,0,0,-1.7,0.49,0.41,4.65,4.16,1.1,0.1,0,0.9,1.3,0,0,0,0,0,0,0,0,4,1,1,0,Non blessé,joueur mature,moyen,léger
Jordan Poole,WAS,Michigan,USA,2019,1,28,68,20.5,3,4.5,-13.1,15,53,29.4,6.7,15.5,3.5,9.1,3.6,4,0.5,2.5,3,1.3,0.4,3,1,0,-8.2,1.22,0.94,4.68,3.56,1.7,0.6,0,0.9,2,13,0,1,0,0,3,0,1,16,1,3,2,blessure haut,joueur mature,moyen,léger
Jordan Walsh,BOS,Arkansas,USA,2023,2,38,52,1.6,1.3,0.4,3.8,39,13,7.8,0.6,1.6,0.3,1.1,0.1,0.2,0.4,0.9,0.3,0.2,0.2,0.6,0,0,0.5,0.31,0.28,4.21,4.14,0.5,0.3,0.03,1.1,0.7,5,0,0,0,0,0,0,0,0,0,0,0,Non blessé,jeune joueur,moyen,léger
Jose Alvarado,NOP,Georgia Tech,USA,Undrafted,Undrafted,Undrafted,56,10.3,2.4,4.6,-8.7,19,37,24.4,3.6,9.3,2,5.5,1.1,1.3,0.5,1.9,1.5,1.3,0.3,1.6,2,0,-4.1,1.01,0.89,4.59,4.14,2.6,0.7,0.05,0.4,1.1,4,0,0,0,0,0,0,0,1,0,0,1,Non blessé,joueur expérimenté,petit,léger
Josh Christopher,MIA,Arizona State,USA,2021,1,24,14,2,0.6,0.6,-2.5,9,5,5,0.8,2.2,0.1,0.8,0.3,0.4,0,0.6,0.4,0.4,0.2,0.1,0,0,-0.4,0.21,0.19,4.68,4.01,2.3,1,0,1.7,1.3,0,0,0,0,0,1,0,0,0,0,0,0,Non blessé,joueur mature,moyen,moyen
Josh Giddey,CHI,None,Australia,2021,1,6,70,14.6,8.1,7.2,-1.4,33,37,30.2,5.3,11.4,1.5,4,2.5,3.2,1.8,6.3,2.9,1.2,0.6,1.7,30,7,-1,1.27,1.11,5,4,2.2,0.8,0,2.5,2.6,4,0,0,0,2,1,1,0,4,0,2,4,Non blessé,jeune joueur,grand,moyen
Josh Green,CHA,Arizona,Australia,2020,1,18,68,7.4,2.5,1.6,-8.9,17,51,27.8,2.6,6.2,1.4,3.6,0.7,1.1,0.8,1.7,1,1.1,0.2,2.4,0,0,-5.4,1.14,1.13,4.57,4.62,1.9,0.6,0,1.5,1.4,1,0,0,0,0,0,0,0,13,0,2,3,Non blessé,joueur mature,moyen,léger
Josh Hart,NYK,Villanova,USA,2017,1,30,77,13.6,9.6,5.9,3.6,48,29,37.6,5.2,10,1.1,3.3,2.1,2.7,2.1,7.5,2.1,1.5,0.4,2.6,34,9,2.6,1.51,1.23,4.37,3.84,2.8,1.1,0.03,2,3,12,0,0,0,0,1,1,1,4,0,0,1,Non blessé,joueur expérimenté,moyen,moyen
Josh Minott,MIN,Memphis,USA,2022,2,45,46,2.6,1,0.4,-3,32,14,6,1,2,0.3,0.9,0.4,0.4,0.3,0.8,0.2,0.3,0.3,0.7,0,0,-0.3,0.25,0.23,4.68,4.13,0.9,0.1,0,0.8,0.9,1,0,0,0,0,0,0,0,1,0,0,0,Non blessé,jeune joueur,grand,léger
Josh Okogie,CHA,Georgia Tech,Nigeria,2018,1,20,40,7.1,2.8,0.8,-0.5,11,29,15.6,2.4,5.3,0.8,2.3,1.6,2.1,1.1,1.7,0.8,1.2,0.5,1.2,1,0,-0.3,0.63,0.59,4.39,4.27,2.1,0.6,0,1.2,0.8,1,0,0,0,0,0,0,0,2,0,2,1,Non blessé,joueur expérimenté,moyen,moyen
Josh Richardson,MIA,Tennessee,USA,2015,2,40,8,4,1.5,1.5,-10.6,4,4,18.7,1.4,4.8,0.8,2.8,0.5,0.5,0.8,0.8,1,1,0.1,2.1,0,0,-3.9,0.82,0.66,4.59,4.17,1.4,0.1,0,0.9,1,0,0,0,0,0,0,0,0,3,0,1,0,Non blessé,joueur vétéran,moyen,léger
Jrue Holiday,BOS,UCLA,USA,2009,1,17,62,11.1,4.3,3.9,8.9,47,15,30.6,4.1,9.2,1.7,4.9,1.1,1.2,1.2,3,1.2,1.1,0.4,1.6,1,0,5.5,1.15,1.06,4.24,4.03,2.1,0.7,0.02,1.6,1.9,4,0,0,0,0,1,0,0,2,0,0,2,blessure bas,joueur vétéran,moyen,léger
JT Thor,WAS,Auburn,USA,2021,2,37,20,3.6,2.4,0.3,-20,10,10,12.5,1.3,3,0.3,1.1,0.8,1.1,1,1.4,0.5,0.4,0.5,0.9,0,0,-4.8,0.52,0.45,4.54,4.2,0.8,0.2,0,1.5,1.1,0,0,0,0,0,0,0,0,1,0,0,0,blessure bas,jeune joueur,grand,léger
Julian Champagnie,SAS,St. John's,USA,Undrafted,Undrafted,Undrafted,82,9.9,3.9,1.4,-2.1,34,48,23.6,3.4,8.1,2.2,5.9,1,1.1,0.8,3.1,0.9,0.7,0.4,1.4,0,0,-0.8,0.97,0.87,4.63,4.14,1.4,0.3,0,1.9,1.8,4,1,0,0,0,0,0,0,8,1,3,2,Non blessé,joueur mature,moyen,moyen
Julian Phillips,CHI,Tennessee,USA,2023,2,35,79,4.6,2.1,0.5,1.8,37,42,14.2,1.6,3.6,0.6,1.9,0.8,1,0.8,1.3,0.3,0.5,0.3,1.4,0,0,0.4,0.6,0.58,4.98,4.3,1,0.3,0,1.2,1,1,1,0,0,0,1,2,0,1,0,0,0,Non blessé,jeune joueur,grand,léger
Julian Strawther,DEN,Gonzaga,USA,2023,1,29,65,9,2.2,1.3,-2.5,41,24,21.3,3.2,7.5,1.4,4.1,1.1,1.4,0.3,1.9,0.9,0.6,0.2,2.3,0,0,-1.1,0.87,0.77,4.71,4.02,1.3,0.3,0,2,1.6,4,0,0,0,0,1,0,0,12,0,5,0,Non blessé,joueur mature,moyen,léger
Julius Randle,MIN,Kentucky,USA,2014,1,7,69,18.7,7.1,4.7,3.4,44,25,32.3,6.6,13.6,1.6,4.6,3.9,4.9,2.1,5,2.8,0.7,0.2,2.5,14,0,2.4,1.23,1.08,4.23,3.79,1.5,0.9,0,3.1,2.2,9,0,1,0,0,2,1,0,37,0,9,2,Non blessé,joueur expérimenté,grand,lourd
Justin Champagnie,WAS,Pittsburgh,USA,Undrafted,Undrafted,Undrafted,62,8.8,5.7,1,-9.7,16,46,21.6,3.4,6.6,1.2,3.1,0.8,1.2,1.8,3.9,0.9,1,0.6,1.8,8,0,-4.6,0.9,0.82,4.66,4.22,1.8,0.5,0,2.5,1.9,2,0,0,0,0,0,2,0,3,0,0,5,Non blessé,joueur mature,moyen,moyen
Justin Edwards,PHI,Kentucky,USA,Undrafted,Undrafted,Undrafted,44,10.1,3.4,1.6,-11.6,11,33,26.2,3.9,8.6,1.6,4.3,0.7,1,1,2.3,1.1,1,0.4,2.2,1,0,-6.4,1.05,0.93,4.42,4.02,2.3,0.5,0.02,1.6,1.5,5,1,0,0,0,0,1,0,1,0,0,1,blessure haut,jeune joueur,moyen,léger
Justin Minaya,POR,Providence,USA,Undrafted,Undrafted,Undrafted,19,0.9,0.5,0.4,-6.9,8,11,5.3,0.4,1.1,0.1,0.5,0,0.1,0.3,0.3,0.3,0.3,0.1,0.6,0,0,-0.6,0.23,0.23,4.85,4.7,1.4,0.1,0,1,0.8,0,0,0,0,0,0,0,0,2,0,1,0,Non blessé,joueur expérimenté,moyen,léger
Jusuf Nurkić,CHA,None,Bosnia and Herzegovina,2014,1,16,51,8.9,7.8,2.3,-9,18,33,20.8,3.3,6.9,0.6,2.1,1.7,2.5,1.7,6.1,1.9,0.8,0.7,2.5,10,0,-3.6,0.83,0.69,4.36,3.88,1.9,0.8,0,4.5,1.7,2,0,0,0,0,0,0,0,30,0,1,6,Non blessé,joueur expérimenté,grand,lourd
Kai Jones,DAL,Texas,Bahamas,2021,1,19,40,5,3.1,0.6,-2.3,20,20,11.7,2.2,2.7,0,0.1,0.6,0.8,1,2.1,0.5,0.4,0.6,1.3,1,0,-0.5,0.52,0.42,4.93,4.12,1.3,0.3,0,2.5,0.7,1,0,0,0,0,0,0,0,3,1,0,0,Non blessé,joueur mature,grand,moyen
Karl-Anthony Towns,NYK,Kentucky,USA,2015,1,1,72,24.4,12.8,3.1,6.8,46,26,35,8.9,16.9,2,4.7,4.7,5.7,2.9,9.8,2.7,1,0.7,3.5,58,1,5.3,1.24,1.14,3.89,3.85,2.1,0.7,0,5.5,1.8,12,0,1,3,0,0,1,0,49,1,10,21,Non blessé,joueur expérimenté,grand,lourd
Karlo Matković,NOP,None,Bosnia and Herzegovina,2022,2,52,42,7.7,5,1.1,-4.7,12,30,18.8,3.2,5.6,0.5,1.6,0.8,1,1.5,3.5,1,0.5,1,2.5,4,0,-2.1,0.79,0.71,4.75,4.1,1.5,0.4,0,4.9,1.9,1,0,0,0,0,2,1,0,11,1,1,1,blessure bas,joueur mature,grand,moyen
Kawhi Leonard,LAC,San Diego State,USA,2011,1,15,37,21.5,5.9,3.1,12.4,26,11,31.9,8.4,16.8,2.1,5.1,2.6,3.3,0.9,5,1.9,1.6,0.5,1.5,5,0,8,1.26,1.07,4.42,3.85,3.1,0.8,0,1.5,2,2,0,1,0,0,1,0,1,6,0,0,2,Non blessé,joueur vétéran,moyen,moyen
Keaton Wallace,ATL,Texas-San Antonio,USA,Undrafted,Undrafted,Undrafted,31,5.4,1.6,2.6,-2.2,15,16,16.2,2.1,5.2,0.9,2.6,0.4,0.4,0.2,1.4,1.1,0.9,0.3,1.3,1,1,-0.6,0.68,0.61,4.88,4.06,1.9,0.3,0,1.4,1.7,1,0,0,0,0,1,0,0,0,0,0,0,Non blessé,joueur expérimenté,petit,léger
